Year,Month,Month_name,Day_type,Mode,Pax_daily
2020,9,Sep,Weekend,RegionalBus,4850
2020,9,Sep,Weekend,RegionalTrain,2800
2020,10,Oct,Weekend,MetroBus,59700
2020,10,Oct,Weekend,MetroTrain,58950
2020,10,Oct,Weekend,Tram,66700
2020,10,Oct,Weekend,RegionalBus,8000
2020,10,Oct,Weekend,RegionalTrain,4050
2020,11,Nov,Weekend,MetroBus,106450
2020,11,Nov,Weekend,MetroTrain,158300
2020,11,Nov,Weekend,Tram,135100
2020,11,Nov,Weekend,RegionalBus,8350
2020,11,Nov,Weekend,RegionalTrain,9250
2020,12,Dec,Weekend,MetroBus,119050
2020,12,Dec,Weekend,MetroTrain,194400
2020,12,Dec,Weekend,Tram,156550
2020,12,Dec,Weekend,RegionalBus,9000
2020,12,Dec,Weekend,RegionalTrain,15250
2021,1,Jan,Weekend,MetroBus,104100
2021,1,Jan,Weekend,MetroTrain,179700
2021,1,Jan,Weekend,Tram,144300
2021,1,Jan,Weekend,RegionalBus,8050
2021,1,Jan,Weekend,RegionalTrain,13400
2021,2,Feb,Weekend,MetroBus,95150
2021,2,Feb,Weekend,MetroTrain,154450
2021,2,Feb,Weekend,Tram,145400
2021,2,Feb,Weekend,RegionalBus,7150
2021,2,Feb,Weekend,RegionalTrain,10750
2021,3,Mar,Weekend,MetroBus,117150
2021,3,Mar,Weekend,MetroTrain,215750
2021,3,Mar,Weekend,Tram,209900
2021,3,Mar,Weekend,RegionalBus,8100
2021,3,Mar,Weekend,RegionalTrain,19500
2021,4,Apr,Weekend,MetroBus,118300
2021,4,Apr,Weekend,MetroTrain,252800
2021,4,Apr,Weekend,Tram,235950
2021,4,Apr,Weekend,RegionalBus,8250
2021,4,Apr,Weekend,RegionalTrain,22750
2021,5,May,Weekend,MetroBus,108550
2021,5,May,Weekend,MetroTrain,209650
2021,5,May,Weekend,Tram,212350
2021,5,May,Weekend,RegionalBus,7200
2021,5,May,Weekend,RegionalTrain,17600
2021,6,Jun,Weekend,MetroBus,85250
2021,6,Jun,Weekend,MetroTrain,133350
2021,6,Jun,Weekend,Tram,137750
2021,6,Jun,Weekend,RegionalBus,7550
2021,6,Jun,Weekend,RegionalTrain,10000
2021,7,Jul,Weekend,MetroBus,76900
2021,7,Jul,Weekend,MetroTrain,144850
2021,7,Jul,Weekend,Tram,125600
2021,7,Jul,Weekend,RegionalBus,6450
2021,7,Jul,Weekend,RegionalTrain,9050
2021,8,Aug,Weekend,MetroBus,44750
2021,8,Aug,Weekend,MetroTrain,58700
2021,8,Aug,Weekend,Tram,56450
2021,8,Aug,Weekend,RegionalBus,6100
2021,8,Aug,Weekend,RegionalTrain,5150
2021,9,Sep,Weekend,MetroBus,44250
2021,9,Sep,Weekend,MetroTrain,49000
2021,9,Sep,Weekend,Tram,42400
2021,9,Sep,Weekend,RegionalBus,6550
2021,9,Sep,Weekend,RegionalTrain,2250
2021,10,Oct,Weekend,MetroBus,71000
2021,10,Oct,Weekend,MetroTrain,94200
2021,10,Oct,Weekend,Tram,84550
2021,10,Oct,Weekend,RegionalBus,7700
2021,10,Oct,Weekend,RegionalTrain,6250
2021,11,Nov,Weekend,MetroBus,125200
2021,11,Nov,Weekend,MetroTrain,193150
2021,11,Nov,Weekend,Tram,179150
2021,11,Nov,Weekend,RegionalBus,9600
2021,11,Nov,Weekend,RegionalTrain,14150
2021,12,Dec,Weekend,MetroBus,131050
2021,12,Dec,Weekend,MetroTrain,210850
2021,12,Dec,Weekend,Tram,231050
2021,12,Dec,Weekend,RegionalBus,10450
2021,12,Dec,Weekend,RegionalTrain,18400
2022,1,Jan,Weekend,MetroBus,93950
2022,1,Jan,Weekend,MetroTrain,144750
2022,1,Jan,Weekend,Tram,142400
2022,1,Jan,Weekend,RegionalBus,8900
2022,1,Jan,Weekend,RegionalTrain,13250
2022,2,Feb,Weekend,MetroBus,123450
2022,2,Feb,Weekend,MetroTrain,197600
2022,2,Feb,Weekend,Tram,224200
2022,2,Feb,Weekend,RegionalBus,10250
2022,2,Feb,Weekend,RegionalTrain,16800
2022,3,Mar,Weekend,MetroBus,136300
2022,3,Mar,Weekend,MetroTrain,270600
2022,3,Mar,Weekend,Tram,288750
2022,3,Mar,Weekend,RegionalBus,11350
2022,3,Mar,Weekend,RegionalTrain,22650
2022,4,Apr,Weekend,MetroBus,143550
2022,4,Apr,Weekend,MetroTrain,323200
2022,4,Apr,Weekend,Tram,303150
2022,4,Apr,Weekend,RegionalBus,12050
2022,4,Apr,Weekend,RegionalTrain,22700
2022,5,May,Weekend,MetroBus,130900
2022,5,May,Weekend,MetroTrain,272600
2022,5,May,Weekend,Tram,270700
2022,5,May,Weekend,RegionalBus,10850
2022,5,May,Weekend,RegionalTrain,18850
2022,6,Jun,Weekend,MetroBus,133450
2022,6,Jun,Weekend,MetroTrain,250150
2022,6,Jun,Weekend,Tram,268150
2022,6,Jun,Weekend,RegionalBus,10750
2022,6,Jun,Weekend,RegionalTrain,21650
